975793.0644028556;729567.2538381416;742556.6315649872
171231.80258236025;451563.8911380685;620990.3310764633
392583.6191061498;324644.17117410136;76141.17008728282
710179.3426128167;706258.4731575544;122832.75778975122
398603.208749989;504362.76571956783;342041.1913009083
469035.143772607;183697.40965487467;505121.65411249857
166064.39817753294;255311.26370799018;912970.0682404764
73810.28656048139;92518.29615284779;675853.1870600218
476494.36185419135;924048.1069810953;581007.0859538739
299306.60490295716;953376.6733904528;558475.6253721211
61427.48685695854;728217.1491262483;228082.92314796918
849134.8825030685;365037.83519116393;819249.4447909376
239022.02493198987;389807.30157502176;500155.09497075673
789833.0142136066;241040.16739765156;467380.1459007536
202063.65200987432;305032.8105932032;719477.7447233114
529775.9511719428;94800.83570561692;856836.3999881273
991118.8911425896;266751.5139057549;193192.55130918566
108914.57709744423;422801.20576786116;521749.8486176653
850932.5044720977;425177.2324712372;454617.3763241349
599571.0731594722;864680.3040040521;540335.5744811961
859698.4061875404;461658.96749974857;686824.4931006441
86788.46695762099;225352.15365409732;241991.93550415742
367481.9496992297;154167.9808159797;49042.771716109935
83691.75539613905;978036.6673065315;472339.029807763
414368.1157716259;190288.57991340553;152068.0807678767
67132.91834307356;168734.7022492611;110103.29003930841
730469.3557108598;181410.8440571207;357149.8554681355
960778.1590745269;609584.6876376087;227504.76392257123
308628.9769848505;219950.31928935004;368999.095228119
189436.08799100164;380672.16803711076;232822.17673430828
441391.4708605475;119618.0182187967;771048.5061676495
852712.3276818717;634412.5471222074;870017.2107885827
873974.078641608;909031.2939023161;644987.5186145193
325459.4030041115;749297.0622220646;31581.959225545186
874019.4758378532;862718.3625780519;221140.62911569932
234579.795483025;255871.65085101716;458709.2371659437
353719.6158914202;515173.1730226252;917225.2338090236
643920.4299390814;148886.25776411057;538731.5190844196
284595.19733925554;150805.54703044592;849477.6386497333
116345.61152843104;9239.980151813486;541654.8419072739
51892.28787680378;800022.1172435136;680686.4069062229
41412.28222333337;274903.6580144591;393431.92825214955
878449.1768989275;134809.16765245743;307224.3269112358
163731.78661732844;872182.8616933646;231170.5048841991
310582.29374961386;307278.598528511;297153.91094311763
715380.7779330657;346936.0888599189;695089.2191070567
541902.4219846303;694986.9198936363;582807.4870677061
786648.5400151453;905184.9355983634;236069.39384887172
764529.7535133223;302924.7849037727;594670.8068848088
793218.07105533;868302.2027882974;877672.9623704292
705231.6647870614;254886.4292886448;662579.8626524155
627866.8202620686;98152.3307911929;463878.54629559634
574605.5795643207;495826.82035072026;343301.97398593574
713029.5483265342;452443.4125272934;247281.8198719411
703976.087846211;828077.4636356102;101082.05296922245
520715.264549647;248681.7074356046;516620.3634373894
992693.7788583981;268619.28832211625;42240.062214355945
341574.6453822127;523998.9626256066;956726.0752521835
254029.79177067254;575482.183925656;243495.21407196252
745629.014500022;727455.9858324303;8190.9580737624665
584973.6129655277;679814.9279849522;835142.5062259996
940406.5817501406;69017.94339624401;616213.5183594865
477062.7299511709;759575.2281049207;579072.3009914592
186653.85649455735;319843.1732114547;223788.15761053993
883662.6170087348;739457.9912699318;649048.7874754948
39347.887480351004;290931.73951776186;577899.4924810282
300392.2437418894;44750.64610912971;795768.0089545738
529362.9571423717;590288.7184861955;939630.5549319901
806974.0096846021;850907.8850172473;778910.1190731209
467162.6404788837;809770.4160398708;661794.2433530579
928450.1888544953;510792.12845651776;865130.8051864046
487438.7558001171;212895.44177852094;381370.0095153208
990827.1451023038;631824.4385726486;640368.714126491
504053.82341396756;52368.522528249305;489204.9281773386
359832.3158276863;855818.4511796852;697823.8049046912
